hour,HB101,HB102,HB103,HB105,HB201,HB202,HB203,HB301,HB302,HB303,HB304,HB305,HB401,HB402,HB404,HB407,HB408,HB409,HB501,HB502,HB505,HB506,HB508,HB601,HB602,HB603,HB608,HB609,HB610,HB611,HB612,JC002,JC003,JC006,JC008,JC009,JC013,JC014,JC018,JC019,JC020,JC022,JC023,JC024,JC027,JC032,JC034,JC035,JC038,JC051,JC052,JC053,JC055,JC057,JC059,JC063,JC065,JC066,JC072,JC074,JC075,JC076,JC077,JC078,JC080,JC081,JC082,JC084,JC093,JC094,JC095,JC097,JC098,JC099,JC102,JC103,JC104,JC105,JC107,JC108,JC109,JC110,JC115,JC116
2025-05-15 06:00:00,1,1,1,2,4,0,1,4,2,0,2,0,2,4,3,0,3,1,3,3,1,0,0,0,2,5,1,1,0,1,0,0,2,2,1,4,4,1,0,1,3,3,1,2,3,0,0,2,0,0,4,0,1,1,1,0,1,0,2,0,0,1,2,3,2,3,3,3,0,0,0,0,0,0,0,0,0,7,0,1,0,0,5,0
2025-05-15 07:00:00,0,3,0,1,6,3,1,6,3,11,2,4,3,6,5,0,4,2,4,9,3,4,1,0,4,8,0,0,3,0,0,2,0,2,4,6,7,3,0,0,4,2,3,4,4,3,1,7,0,0,2,2,3,4,0,0,0,2,3,0,6,2,2,3,1,6,4,1,0,0,2,0,0,0,1,4,1,4,0,0,0,1,1,0
2025-05-15 08:00:00,3,6,1,2,4,4,4,0,4,3,6,7,6,4,6,2,5,0,6,4,7,4,3,0,3,9,3,1,3,0,0,4,1,2,2,6,14,5,0,3,5,3,8,4,4,2,2,0,2,1,11,4,2,6,0,0,4,8,4,3,6,5,2,6,0,3,4,7,4,0,7,1,2,4,3,0,2,6,0,1,2,11,4,0
2025-05-15 09:00:00,2,2,2,4,4,5,3,1,3,0,0,1,5,1,1,2,2,0,1,2,0,1,4,2,5,2,0,3,0,1,0,4,3,2,2,4,4,3,0,0,1,3,1,0,3,4,0,2,1,0,4,0,4,3,1,0,0,5,3,2,3,2,3,2,0,0,1,2,1,0,2,1,2,0,5,2,1,3,0,3,4,2,8,0
2025-05-15 10:00:00,1,6,1,0,1,3,1,1,1,1,3,2,1,3,1,1,2,1,7,2,0,1,2,4,4,1,1,2,1,0,0,1,2,0,2,6,1,3,1,0,0,4,3,0,2,2,2,0,1,0,0,0,3,0,0,1,1,3,1,0,3,0,0,0,0,1,0,1,1,1,0,2,1,1,0,5,0,6,0,0,4,0,4,0
2025-05-15 11:00:00,4,7,1,2,1,1,4,3,1,0,1,2,0,0,2,0,2,0,1,0,0,1,1,3,2,0,0,2,1,0,0,2,1,2,0,1,3,1,1,1,0,3,2,0,1,1,1,1,0,1,1,3,2,0,0,0,0,3,1,0,0,5,0,0,0,0,1,0,1,0,0,2,3,3,1,2,0,3,0,0,3,2,6,0
2025-05-15 12:00:00,1,9,3,6,0,0,0,5,1,1,1,1,4,0,3,1,1,0,8,0,1,0,1,2,2,0,2,5,0,4,0,0,2,1,4,2,2,4,0,1,1,0,2,3,1,0,2,1,3,0,5,1,4,1,1,0,0,3,4,2,0,0,3,1,0,0,4,0,1,0,1,3,4,0,3,1,1,2,0,0,2,3,4,0
2025-05-15 13:00:00,6,7,3,3,5,4,1,4,0,0,0,5,0,1,0,0,0,0,5,0,2,1,0,1,1,3,3,2,1,3,0,3,7,4,5,5,1,0,0,0,0,2,1,3,0,4,3,1,1,1,1,1,1,2,0,0,0,4,2,3,0,0,2,0,0,0,1,0,1,0,0,3,3,1,5,0,4,7,0,0,1,1,4,0
2025-05-15 14:00:00,3,5,3,1,4,2,3,1,1,2,1,3,2,0,2,0,0,3,1,3,2,3,0,0,6,0,0,3,1,2,0,4,3,1,4,4,1,4,1,0,3,1,6,2,2,1,2,5,1,0,3,3,1,0,0,0,1,9,1,0,2,1,0,0,0,1,1,0,0,1,1,1,2,1,3,2,1,5,0,0,5,3,5,0
2025-05-15 15:00:00,7,14,5,6,0,4,1,1,3,3,4,1,3,1,0,0,7,1,7,2,2,1,2,5,3,1,1,5,1,2,0,3,5,0,6,4,1,3,0,2,0,3,3,2,0,2,1,1,4,0,3,0,5,0,1,1,1,10,2,1,0,0,0,2,0,1,0,1,2,0,1,0,5,4,4,2,6,4,1,0,1,1,5,0
2025-05-15 16:00:00,8,24,4,3,3,4,0,1,3,7,1,3,5,7,0,2,4,2,4,2,1,2,2,0,10,6,1,5,2,7,0,6,4,1,5,5,1,3,0,3,0,3,2,3,0,4,1,0,2,2,2,2,0,3,0,0,1,6,3,0,1,2,1,3,0,1,3,0,3,0,0,3,5,2,2,1,5,4,0,0,11,1,19,0
2025-05-15 17:00:00,21,50,9,9,4,8,4,2,2,3,2,1,3,4,1,5,6,5,2,4,3,2,1,8,4,6,2,7,0,3,0,8,1,1,12,10,7,5,2,0,2,0,5,1,3,5,1,4,4,0,10,0,2,1,1,0,1,9,3,2,3,0,0,3,1,3,6,2,0,0,2,1,10,3,6,7,11,14,0,0,6,0,37,0
2025-05-15 18:00:00,19,27,12,20,10,9,5,2,2,3,6,3,4,6,1,1,7,7,3,8,4,5,1,5,0,7,2,15,4,8,0,9,11,4,8,9,9,9,1,2,9,1,0,2,1,3,2,0,3,0,4,1,2,2,1,0,0,9,7,1,3,3,2,2,2,1,1,0,3,1,1,0,3,2,5,5,10,8,0,0,19,5,30,0
2025-05-15 19:00:00,5,6,3,8,6,5,5,0,4,1,0,0,5,0,3,5,5,3,4,1,1,4,0,6,3,6,3,6,0,4,0,3,2,6,7,6,7,4,1,3,3,0,0,1,1,2,1,1,5,1,2,1,8,1,1,0,0,5,4,3,1,3,1,0,0,2,6,1,1,0,0,0,5,3,4,0,3,12,0,0,3,6,18,0
2025-05-15 20:00:00,3,4,7,8,3,4,1,2,1,0,1,3,2,6,3,2,1,2,1,4,5,2,1,6,2,1,2,4,0,1,0,2,0,4,5,5,4,4,1,2,0,0,3,0,1,4,2,3,1,2,0,4,2,1,0,0,0,4,1,2,0,1,0,0,2,0,2,2,0,1,0,2,4,2,2,1,3,5,0,0,2,2,12,0
2025-05-15 21:00:00,1,5,4,5,2,3,5,1,0,1,1,1,1,2,2,2,3,0,4,2,2,4,1,1,4,2,2,5,3,3,0,1,5,3,5,1,3,4,1,2,0,2,0,2,2,3,0,2,3,0,1,0,0,1,1,0,0,2,0,2,0,0,2,0,0,1,1,1,0,0,0,4,2,2,4,1,3,3,0,0,2,0,2,0
2025-05-15 22:00:00,0,2,1,5,2,1,2,1,4,2,0,4,0,4,1,1,0,3,4,0,3,4,0,1,0,6,2,3,4,4,0,0,3,1,2,1,2,2,0,0,0,0,1,0,0,4,0,1,4,1,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,0,3,0,1,0,0,0,0,0,1,1,2,2,0,0,2,1,2,0
2025-05-15 23:00:00,0,2,0,2,1,0,0,3,2,2,3,0,0,1,0,2,0,0,2,1,0,0,0,1,3,0,2,0,0,2,0,2,1,0,1,2,0,0,0,2,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0
2025-05-16 00:00:00,0,0,0,0,2,0,0,1,0,0,0,2,0,1,0,1,0,1,3,1,1,0,3,1,1,1,1,0,1,1,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2025-05-16 01:00:00,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-16 02:00:00,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-16 03:00:00,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-16 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
2025-05-16 05:00:00,0,1,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,2,1,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,1,2,0,2,0,1,1,1,0,0,1,0,0,1,0,0,0
2025-05-16 06:00:00,4,2,1,3,1,1,0,6,1,2,2,0,1,3,0,1,1,0,3,2,1,1,1,1,2,6,0,4,0,0,0,0,0,1,1,5,5,1,0,0,1,2,0,2,3,1,1,1,1,0,3,1,3,1,1,0,1,0,0,1,2,2,1,3,0,0,0,1,0,0,0,0,2,0,0,0,2,2,0,1,0,1,3,0
2025-05-16 07:00:00,1,5,2,2,7,4,0,1,4,5,2,4,5,7,4,2,2,3,3,6,0,3,0,5,0,3,2,4,2,0,0,0,1,0,3,6,6,2,0,1,6,2,7,4,2,3,0,7,1,0,6,1,9,0,0,0,2,5,9,2,6,2,0,2,3,5,1,1,0,0,1,0,4,3,0,1,1,6,0,0,1,1,4,0
2025-05-16 08:00:00,1,5,0,4,1,1,4,2,2,3,8,5,9,1,5,2,5,2,4,3,2,3,4,5,1,4,2,2,1,3,0,2,0,4,5,9,5,5,0,1,5,0,6,6,5,2,1,5,1,1,2,3,3,6,0,0,1,8,0,5,5,0,2,2,3,7,4,1,2,2,4,1,3,2,3,1,2,4,0,0,3,4,4,0
2025-05-16 09:00:00,2,6,0,4,4,3,2,5,2,2,4,3,1,1,2,1,3,0,3,7,4,2,3,3,0,3,0,1,0,1,0,2,2,3,4,2,4,5,1,1,1,5,1,0,2,1,0,0,1,0,0,0,8,0,1,1,0,8,2,2,1,3,2,2,0,3,3,2,0,1,6,1,0,1,2,0,4,6,1,0,3,3,5,0
2025-05-16 10:00:00,1,6,1,7,0,2,0,0,3,0,2,6,2,1,1,1,3,1,2,5,3,2,0,2,2,1,0,2,1,0,0,1,1,2,3,6,5,3,1,4,1,5,1,1,1,2,1,0,1,0,1,0,3,2,0,0,0,5,3,3,0,0,0,1,0,0,2,2,0,0,0,1,2,0,3,3,0,2,0,1,2,5,3,0
2025-05-16 11:00:00,1,6,1,4,0,4,3,3,1,3,2,1,3,1,2,0,2,2,5,6,2,0,1,2,1,3,0,2,1,2,0,6,1,1,2,4,3,3,1,1,1,0,2,0,1,2,0,2,3,0,2,2,3,1,0,0,0,4,3,0,0,1,2,2,0,0,2,1,2,0,1,2,0,1,4,1,2,7,1,0,2,1,3,1
2025-05-16 12:00:00,1,2,1,1,0,1,0,0,2,0,3,3,0,0,1,0,0,2,2,1,0,0,1,2,1,2,2,0,0,3,0,0,0,1,2,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,1,0,0,0,1,3,0,2,0,0,3,0,0,2,0,2,5
2025-05-16 13:00:00,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,1,0,1,3,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,2,0,2,0,1,0
2025-05-16 14:00:00,4,8,1,1,3,4,2,0,0,3,0,0,2,1,1,0,0,1,0,3,1,2,1,3,2,1,0,3,1,3,0,1,3,1,1,3,3,2,0,5,1,5,3,0,3,1,4,2,0,0,1,1,4,3,1,1,2,6,1,0,1,0,1,1,1,1,0,1,1,0,0,2,5,3,2,1,3,1,0,0,5,1,10,3
2025-05-16 15:00:00,8,9,2,2,1,1,1,3,2,5,0,8,2,3,0,1,4,1,8,3,2,0,2,3,5,4,2,0,1,1,0,4,1,1,1,5,2,5,2,1,0,2,3,0,3,2,0,1,1,1,5,2,2,2,1,2,0,8,0,1,3,3,1,2,1,0,2,0,1,0,5,1,0,2,3,1,1,1,0,1,9,1,11,1
2025-05-16 16:00:00,15,23,7,9,2,4,0,2,2,3,3,5,3,2,2,5,6,3,5,2,1,5,1,3,3,4,0,6,0,8,0,10,3,4,5,9,2,6,1,2,7,4,0,1,1,2,1,1,1,1,3,0,3,1,1,1,1,13,4,0,1,1,1,1,0,0,7,1,1,0,1,1,4,1,4,4,3,6,0,0,5,2,9,15
2025-05-16 17:00:00,30,21,11,25,7,4,5,2,6,6,7,11,3,4,4,2,5,5,7,7,8,5,3,1,6,7,8,21,4,3,0,3,4,0,9,13,3,5,0,2,3,0,1,0,6,3,3,2,2,1,7,3,7,2,0,1,2,6,4,4,3,3,1,3,0,3,3,2,1,2,0,1,6,0,4,8,7,19,0,0,11,7,17,6
2025-05-16 18:00:00,7,19,4,13,5,13,5,3,3,7,2,3,5,10,6,7,12,4,15,6,1,3,7,6,6,2,7,1,3,4,0,1,5,6,8,11,8,8,3,3,1,8,1,6,0,3,1,8,2,0,4,2,5,5,1,2,0,7,4,2,2,1,1,5,3,0,4,1,1,0,1,0,6,2,6,5,5,13,0,2,13,5,21,4
2025-05-16 19:00:00,10,11,3,6,0,4,3,4,3,10,4,1,4,7,6,1,4,6,5,6,4,8,1,1,2,4,4,4,3,7,0,0,1,6,8,8,3,10,0,1,6,5,6,0,2,7,1,1,0,1,3,3,1,2,1,1,0,4,5,3,1,1,0,0,0,4,5,7,0,4,2,0,7,2,1,2,2,10,0,0,5,2,15,6
2025-05-16 20:00:00,3,10,0,2,1,2,5,1,4,1,6,4,4,3,3,0,0,3,3,6,2,2,0,2,0,2,2,1,2,0,0,2,1,4,5,1,2,3,0,0,1,2,2,0,0,0,0,3,1,1,6,3,0,0,2,0,1,5,4,0,0,0,0,0,0,2,0,1,1,0,2,2,1,0,0,0,5,5,0,3,7,2,5,1
2025-05-16 21:00:00,11,8,1,10,1,2,0,1,1,2,3,0,0,5,2,2,0,1,3,2,0,4,2,1,3,3,1,4,0,2,0,1,0,4,3,2,3,2,0,0,2,0,1,0,1,5,1,1,1,0,3,1,3,0,0,0,0,3,1,0,0,1,0,3,0,1,2,2,0,0,0,4,6,2,0,1,2,1,0,0,1,3,10,2
2025-05-16 22:00:00,5,2,0,11,0,2,0,3,1,0,1,1,0,1,1,0,1,2,2,3,1,4,0,2,0,1,2,2,0,1,0,0,1,0,2,5,2,4,0,0,2,0,2,0,0,5,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,1,1,1,2,0,0,1,0,17,2
2025-05-16 23:00:00,7,5,1,4,0,0,0,0,0,1,1,3,0,2,0,1,0,2,4,5,0,1,0,4,0,4,2,1,1,2,0,1,0,0,3,2,0,2,0,0,0,1,2,0,2,3,2,2,1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,1,13,1
2025-05-17 00:00:00,1,0,0,4,0,7,1,0,0,2,0,1,0,0,0,0,1,2,0,2,0,1,0,0,1,0,1,0,0,2,0,0,0,5,2,2,0,0,0,0,0,0,2,0,0,3,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,13,1
2025-05-17 01:00:00,1,1,1,5,0,0,2,0,0,1,0,0,0,0,0,1,0,3,1,2,3,0,0,1,1,1,0,0,0,0,0,0,4,0,0,2,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
2025-05-17 02:00:00,0,0,0,1,1,3,0,1,0,0,0,0,0,2,0,1,0,1,2,1,0,0,0,2,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,4,0
2025-05-17 03:00:00,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-05-17 04:00:00,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-05-17 05:00:00,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,2,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,3,1
2025-05-17 06:00:00,0,1,0,0,0,3,0,1,0,1,2,0,0,2,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0
2025-05-17 07:00:00,0,0,0,0,2,1,2,2,2,0,1,2,0,1,2,0,2,0,1,3,1,2,0,0,0,4,1,0,0,0,0,0,0,2,1,0,3,0,0,1,0,1,2,3,2,0,1,3,0,0,1,2,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,3,3,2,2,0,0,0,1,2,0,0,0,2,0,2
2025-05-17 08:00:00,1,5,0,4,0,1,3,1,1,1,1,1,3,0,2,0,3,2,3,6,1,1,6,0,0,3,2,1,1,1,0,1,0,1,1,1,4,2,0,0,1,0,1,0,1,1,1,1,1,0,4,1,1,2,2,0,0,0,0,1,1,0,0,1,0,0,3,2,3,1,3,1,2,0,3,1,1,5,0,1,0,2,0,1
2025-05-17 09:00:00,4,11,0,5,0,0,0,1,3,4,4,5,2,1,5,3,4,1,2,8,2,2,3,1,0,8,2,1,1,1,0,1,1,1,1,8,7,3,0,1,4,3,2,3,2,5,1,3,1,1,7,3,2,5,0,0,0,8,1,0,2,4,3,0,1,4,3,3,3,0,4,4,1,0,0,1,3,5,0,1,2,3,6,7
2025-05-17 10:00:00,4,8,5,7,0,9,5,0,1,4,4,5,6,2,1,1,3,3,3,2,2,8,2,2,5,3,2,1,1,2,0,0,5,17,3,5,4,1,0,0,1,1,4,1,3,3,0,4,0,1,5,1,1,1,0,0,1,2,1,3,0,1,0,1,1,2,2,0,1,0,1,0,6,0,1,0,6,12,0,0,3,1,5,5
2025-05-17 11:00:00,9,11,1,4,0,6,4,1,2,2,7,2,4,1,3,0,1,3,1,7,2,4,4,1,4,2,2,0,1,3,0,3,5,4,5,3,5,6,0,2,6,1,2,8,1,1,1,5,2,0,5,2,9,2,1,0,2,4,5,2,4,2,2,2,1,5,4,1,0,1,0,1,5,2,6,4,3,9,0,0,2,3,15,9
2025-05-17 12:00:00,15,13,1,4,0,4,3,5,5,1,1,3,2,1,7,2,5,2,7,7,7,7,1,7,3,3,1,7,0,6,0,8,1,2,7,7,7,11,0,4,3,0,5,2,2,6,2,9,2,0,8,0,3,0,0,0,0,10,1,4,3,3,0,3,0,1,2,0,3,0,4,3,8,3,3,2,4,19,0,0,8,9,15,6
2025-05-17 13:00:00,12,15,3,10,0,11,4,1,3,1,1,5,0,1,0,7,2,5,5,10,3,3,2,3,2,8,12,3,1,1,0,3,3,9,12,8,2,5,0,2,2,3,2,4,3,2,1,4,3,0,11,3,3,0,1,4,0,7,8,0,0,0,2,1,1,3,5,2,0,1,0,1,3,0,3,1,5,7,1,0,10,4,11,9
2025-05-17 14:00:00,9,15,0,7,0,11,4,1,3,2,3,7,4,1,5,4,8,4,10,4,1,11,3,4,2,6,1,1,1,6,0,2,7,1,11,7,7,1,4,4,5,9,2,3,2,7,4,4,1,1,4,1,2,2,1,2,3,3,6,3,1,1,2,3,1,9,1,1,0,1,0,2,1,3,5,0,3,3,1,0,4,8,10,2
2025-05-17 15:00:00,2,11,3,7,0,14,5,2,7,2,2,7,3,1,0,1,0,0,5,9,8,4,3,10,2,4,4,3,2,5,0,3,4,5,5,9,5,4,0,3,1,1,1,1,5,2,2,1,1,0,10,2,6,1,0,0,1,10,2,2,0,1,0,3,1,5,2,4,1,0,2,2,7,3,3,0,5,9,0,0,4,7,6,10
2025-05-17 16:00:00,10,17,9,9,1,12,3,2,3,2,3,2,4,6,7,3,6,4,3,7,2,9,1,3,5,7,0,4,1,3,0,3,2,11,17,9,7,7,2,0,2,4,2,2,1,4,5,3,1,0,5,2,1,1,2,1,0,4,3,0,0,7,2,5,0,2,1,1,3,0,0,0,6,7,5,2,6,7,1,0,3,13,9,13
2025-05-17 17:00:00,2,23,4,2,0,7,5,3,3,4,1,2,3,4,2,3,1,3,4,1,1,0,4,4,2,2,1,3,2,3,0,4,10,4,7,9,13,8,0,2,1,0,3,6,0,4,0,3,1,2,6,1,2,4,1,1,3,2,2,3,3,0,0,0,0,2,3,1,1,0,1,4,5,0,2,2,5,4,0,0,3,5,13,9
2025-05-17 18:00:00,12,20,11,9,0,26,4,1,0,4,2,3,1,8,2,0,4,4,7,4,2,5,3,6,2,10,2,2,5,5,0,11,1,5,7,12,7,2,0,1,0,1,0,1,2,4,1,1,3,0,5,0,0,0,1,0,4,4,6,2,1,0,2,3,0,1,5,1,0,0,0,1,3,0,3,3,2,6,0,4,7,6,8,4
2025-05-17 19:00:00,12,15,9,0,0,14,2,1,1,4,1,4,6,4,1,5,1,4,5,5,4,1,4,3,3,7,4,8,2,9,0,4,1,8,5,6,4,6,0,4,0,1,0,2,2,2,0,3,4,1,6,4,2,5,2,0,1,14,8,4,0,1,0,2,1,1,2,0,0,1,2,1,3,1,1,1,3,6,0,0,3,3,15,9
2025-05-17 20:00:00,11,16,3,0,0,9,7,4,3,2,5,3,0,1,1,3,1,1,5,6,2,2,1,4,1,2,6,1,2,5,0,1,2,3,13,7,5,1,1,2,4,1,6,0,3,7,2,0,0,1,8,1,1,3,2,0,0,5,0,2,0,0,1,1,3,0,0,2,0,0,0,0,3,0,0,2,0,6,0,0,5,0,7,8
2025-05-17 21:00:00,6,11,2,0,0,8,3,0,0,2,0,4,1,1,0,0,0,1,1,6,1,8,0,1,1,3,2,3,2,5,0,1,2,0,5,1,5,2,1,0,3,1,2,1,0,0,2,0,1,1,2,1,0,1,0,0,0,8,1,4,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,1,1,0,0,0,3,2,6,4
2025-05-17 22:00:00,2,12,0,0,0,15,0,1,1,2,0,0,0,0,2,3,1,0,0,6,0,1,0,9,1,1,4,0,4,4,0,0,2,0,2,6,1,0,1,2,1,0,0,0,1,0,0,1,0,0,3,0,0,0,1,0,0,3,0,0,1,0,0,2,1,3,0,0,1,0,0,0,1,0,0,0,1,2,0,0,1,1,4,4
2025-05-17 23:00:00,6,3,1,0,0,4,1,3,3,1,0,3,0,4,0,2,1,6,1,7,5,0,0,2,2,9,3,8,0,3,0,5,0,2,4,2,9,0,0,0,0,0,1,0,1,7,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,3,0,0,0,3,0,1,1,1,3,0,0,1,0,10,2
2025-05-18 00:00:00,5,2,0,0,2,6,2,1,1,0,0,2,0,1,0,3,2,2,1,6,1,0,0,1,0,5,1,2,3,7,0,0,0,1,2,1,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,1,1,0,3,0,0,0,2,0,1,0,0,1,3,0,0,0,1,1,11,0
2025-05-18 01:00:00,2,1,0,0,0,4,0,0,1,0,0,0,0,3,0,0,1,0,0,5,0,1,0,0,1,1,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,1,5,1
2025-05-18 02:00:00,0,0,0,0,7,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,5,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-05-18 03:00:00,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-18 04:00:00,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025-05-18 05:00:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
2025-05-18 06:00:00,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,3,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2025-05-18 07:00:00,0,3,0,0,3,2,0,0,0,2,3,1,0,0,1,0,1,0,0,4,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,2,0,1,1,1,1,1,2,0,0,1,1,0,0,0,1,3,0,0,0,2,1,2
2025-05-18 08:00:00,0,1,0,0,0,5,3,0,0,1,2,2,2,0,1,0,3,0,2,1,1,0,0,0,0,2,0,2,0,0,0,0,0,4,2,0,2,3,1,1,5,1,4,0,3,0,1,2,0,1,2,2,0,1,0,0,1,1,4,0,2,1,0,1,0,0,0,0,0,0,0,4,0,0,1,1,4,2,0,0,2,0,4,2
